name	length	score	pvalue
NODE_391_length_603_cov_1.208029	603	0.0473656920841359	0.821429990069513
NODE_392_length_602_cov_1.387569	602	0.181065865897081	0.514001986097319
NODE_393_length_602_cov_1.133455	602	0.303850569656739	0.357298907646475
NODE_394_length_600_cov_1.229358	600	0.0278011743683339	0.893704071499503
NODE_395_length_597_cov_1.780443	597	0.0449649833361248	0.829791459781529
NODE_396_length_597_cov_1.710332	597	0.368055457076938	0.29279046673287
NODE_397_length_596_cov_2.573013	596	0.0550342039272357	0.796444885799404
NODE_398_length_595_cov_1.779630	595	0.143580083960194	0.579185700099305
NODE_399_length_594_cov_2.111317	594	0.0248911322808113	0.905541211519364
NODE_400_length_593_cov_1.860595	593	0.0904646809417623	0.696524329692155
NODE_401_length_593_cov_1.286245	593	0.0637273672044893	0.769334657398212
NODE_402_length_592_cov_1.798883	592	0.124256693787523	0.618192651439921
NODE_403_length_592_cov_1.441341	592	0.0148807385747062	0.945739821251241
NODE_404_length_590_cov_1.061682	590	0.511311987416872	0.186474677259186
NODE_405_length_589_cov_1.818352	589	0.0424287301654976	0.839384309831182
NODE_406_length_589_cov_1.546816	589	0.207753051205507	0.475233366434955
NODE_407_length_589_cov_1.387640	589	0.36614948668944	0.294597815292949
NODE_408_length_589_cov_1.123596	589	0.0357179280416935	0.863992055610725
NODE_409_length_584_cov_1.568998	584	0.0622192629680107	0.774180734856008
NODE_410_length_582_cov_1.895636	582	0.00614112329858031	0.982999006951341
NODE_411_length_582_cov_1.485769	582	0.620411340820427	0.123833167825223
NODE_412_length_580_cov_1.489524	580	0.0330540367668842	0.873962264150943
NODE_413_length_580_cov_1.280000	580	0.0155360700161286	0.943058589870904
NODE_414_length_580_cov_1.196190	580	0.145474562550403	0.575729890764647
NODE_415_length_579_cov_1.593511	579	0.0301670670336282	0.884011916583913
NODE_416_length_577_cov_2.162835	577	0.298022821541974	0.363535253227408
NODE_417_length_576_cov_1.222649	576	0.0549961735180168	0.796544190665343
NODE_418_length_573_cov_1.291506	573	0.337163279288475	0.322284011916584
NODE_419_length_571_cov_2.253876	571	0.252404013024333	0.416722939424032
NODE_420_length_571_cov_1.180233	571	0.329375483158522	0.329950347567031
NODE_421_length_570_cov_1.633010	570	0.288903498948467	0.373604766633565
NODE_422_length_570_cov_1.262136	570	0.132610161327833	0.600615690168818
NODE_423_length_569_cov_1.338521	569	0.614575671190763	0.127030784508441
NODE_424_length_567_cov_1.849609	567	0.0360360011373812	0.862720953326713
NODE_426_length_566_cov_1.223092	566	0.52725675329848	0.176762661370407
NODE_427_length_565_cov_1.956863	565	0.0757083488574904	0.734915590863952
NODE_428_length_565_cov_1.345098	565	0.464438597162968	0.217477656405164
NODE_430_length_564_cov_1.815324	564	0.818990732612511	0.0382125124131082
NODE_431_length_564_cov_1.375246	564	0.250044007934294	0.419721946375372
NODE_432_length_564_cov_1.186640	564	0.0271436994633321	0.896127110228401
NODE_433_length_564_cov_1.131631	564	0.131807457413773	0.602343594836147
NODE_434_length_563_cov_1.496063	563	0.48109530410505	0.206454816285998
NODE_435_length_562_cov_1.554241	562	0.0538951548541315	0.799821251241311
NODE_436_length_561_cov_1.316206	561	0.366030521086661	0.294657398212512
NODE_437_length_560_cov_1.322772	560	0.0614128627973286	0.776583912611718
NODE_438_length_560_cov_1.231683	560	0.0495179879363895	0.814577954319762
NODE_439_length_560_cov_1.073267	560	0.207288407235482	0.475988083416087
NODE_440_length_557_cov_1.595618	557	0.271652087475313	0.393445878848064
NODE_441_length_557_cov_1.161355	557	0.434345001906581	0.238808341608739
NODE_442_length_554_cov_1.084168	554	0.0859257403622347	0.708520357497517
NODE_443_length_553_cov_1.317269	553	0.527565472133738	0.176603773584906
NODE_444_length_553_cov_1.014056	553	0.0936634982238179	0.688401191658391
NODE_445_length_552_cov_1.050302	552	0.0576968087012767	0.787428003972195
NODE_446_length_551_cov_1.723790	551	0.123541687505156	0.619682224428997
NODE_447_length_551_cov_0.981855	551	0.31350958201727	0.347050645481629
NODE_448_length_549_cov_1.530364	549	0.0500377786229702	0.812929493545184
NODE_449_length_546_cov_1.692464	546	0.511177845324006	0.186573982125124
NODE_450_length_546_cov_1.323829	546	0.403167083657425	0.263555114200596
NODE_451_length_545_cov_2.373469	545	0.123650357637237	0.619523336643496
NODE_452_length_544_cov_1.359918	544	0.368548405147294	0.292393247269116
NODE_453_length_544_cov_0.977505	544	0.116519988686327	0.635014895729891
NODE_454_length_542_cov_1.468172	542	0.330146395028009	0.329275074478649
NODE_455_length_542_cov_1.359343	542	0.306815850193489	0.35390268123138
NODE_456_length_542_cov_1.328542	542	0.349427228782209	0.310109235352532
NODE_457_length_541_cov_1.312757	541	0.261528393267735	0.405422045680238
NODE_458_length_541_cov_0.773663	541	0.190097438777238	0.500973187686197
NODE_459_length_540_cov_1.536082	540	0.0207025026815631	0.921449851042701
NODE_461_length_539_cov_1.287190	539	0.531955724986806	0.173704071499503
NODE_462_length_539_cov_0.873967	539	0.00850375475679488	0.973465739821251
NODE_463_length_538_cov_1.455487	538	0.176842773125452	0.520794438927507
NODE_464_length_536_cov_1.297297	536	0.13290209712083	0.599880834160874
NODE_465_length_534_cov_2.296451	534	0.482090071925151	0.205819265143992
NODE_466_length_534_cov_1.104384	534	0.114882279679269	0.6387090367428
NODE_467_length_533_cov_2.025105	533	0.0278915910644864	0.893445878848064
NODE_468_length_533_cov_2.008368	533	0.0502359379693821	0.812174776564052
NODE_469_length_533_cov_1.866109	533	0.33969827468329	0.319920556107249
NODE_470_length_532_cov_1.480084	532	0.141474887259667	0.583078450844091
NODE_471_length_530_cov_1.292632	530	0.0450739602921649	0.829275074478649
NODE_472_length_530_cov_1.246316	530	0.00819952561349756	0.974577954319762
NODE_473_length_529_cov_2.457806	529	0.151613117680633	0.564726911618669
NODE_474_length_529_cov_1.611814	529	0.0700172861502943	0.751201588877855
NODE_475_length_529_cov_1.481013	529	0.240328957447243	0.431340615690169
NODE_476_length_529_cov_1.257384	529	0.025099375406105	0.904468718967229
NODE_477_length_529_cov_1.198312	529	0.33680246775437	0.322601787487587
NODE_478_length_528_cov_2.040169	528	0.274567112139914	0.390109235352532
NODE_479_length_527_cov_1.576271	527	0.356592606723565	0.303475670307845
NODE_480_length_527_cov_1.381356	527	0.0892719227016321	0.699682224428997
NODE_481_length_525_cov_1.497872	525	0.191696614986341	0.498748758689176
NODE_482_length_523_cov_1.397436	523	0.502814208403422	0.192095332671301
NODE_483_length_523_cov_1.380342	523	0.107613530266965	0.655630585898709
NODE_484_length_523_cov_1.286325	523	0.615364977686448	0.126593843098312
NODE_485_length_522_cov_2.336188	522	0.0485601079219867	0.817616683217478
NODE_486_length_522_cov_1.588865	522	0.38967841427218	0.27382323733863
NODE_487_length_522_cov_1.308351	522	0.0346434063082594	0.867944389275074
NODE_488_length_522_cov_1.286938	522	0.0541173348443084	0.799126117179742
NODE_489_length_520_cov_1.696774	520	0.237042339042964	0.435650446871897
NODE_490_length_520_cov_1.354839	520	0.707958315107845	0.0812711022840119
NODE_491_length_520_cov_1.333333	520	0.353293586943677	0.306673286991063
NODE_492_length_519_cov_2.299569	519	0.0731490450632984	0.741708043694141
NODE_493_length_519_cov_1.808190	519	0.315639960706622	0.344846077457795
NODE_494_length_519_cov_1.517241	519	0.387845423325972	0.275431976166832
NODE_495_length_519_cov_1.439655	519	0.0426372752699922	0.838669314796425
NODE_496_length_518_cov_1.559395	518	0.23555469230376	0.437715988083416
NODE_497_length_517_cov_0.967532	517	0.0870530438964052	0.705302879841112
NODE_498_length_517_cov_0.956710	517	0.0204975035002052	0.922284011916584
NODE_499_length_515_cov_1.426087	515	0.0344908806375139	0.868440913604767
NODE_500_length_514_cov_1.328976	514	0.665906020529174	0.101350546176763
NODE_501_length_513_cov_1.364629	513	0.632937974270216	0.117239324726912
NODE_502_length_513_cov_1.024017	513	0.0583982440717384	0.785362462760675
NODE_503_length_512_cov_1.608315	512	0.279096570424112	0.384607745779543
NODE_504_length_512_cov_1.299781	512	0.565497419223983	0.154180734856008
NODE_505_length_512_cov_1.262582	512	0.119045159453373	0.629294935451837
NODE_507_length_508_cov_1.920530	508	0.167453064829783	0.53648460774578
NODE_508_length_508_cov_1.011038	508	0.0331804104048341	0.873525322740814
NODE_509_length_507_cov_1.803097	507	0.00263808341355625	0.994816285998014
NODE_510_length_507_cov_1.747788	507	0.0452581869777693	0.82875868917577
NODE_512_length_507_cov_1.168142	507	0.00881150418884163	0.972095332671301
NODE_513_length_507_cov_0.951327	507	0.2413636662759	0.430109235352532
NODE_514_length_506_cov_2.558758	506	0.399874636935453	0.266117179741807
NODE_515_length_506_cov_1.747228	506	0.445996657189882	0.23012909632572
NODE_516_length_506_cov_1.270510	506	0.207563231477969	0.475590863952334
NODE_517_length_506_cov_1.082040	506	0.0657283818203413	0.76317775571003
NODE_518_length_505_cov_1.866667	505	0.038609678051254	0.853068520357497
NODE_519_length_504_cov_1.554566	504	0.359856436322058	0.300139026812314
NODE_520_length_504_cov_1.443207	504	0.166999077220567	0.537298907646475
NODE_521_length_503_cov_1.439732	503	0.0219346737582975	0.916623634558093
NODE_522_length_503_cov_1.082589	503	0.16327317511104	0.543555114200596
NODE_523_length_501_cov_1.659193	501	0.292276535649635	0.369314796425025
NODE_524_length_501_cov_1.529148	501	0.0507258593224511	0.810307845084409
NODE_525_length_501_cov_1.334081	501	0.417653542153826	0.251857000993049
NODE_526_length_500_cov_1.707865	500	0.683801172774458	0.092154915590864
NODE_527_length_499_cov_1.610360	499	0.188849890037641	0.502601787487587
NODE_528_length_499_cov_1.490991	499	0.0364769335146318	0.860993048659384
NODE_529_length_498_cov_1.686230	498	0.0565540258568629	0.791002979145978
NODE_530_length_497_cov_0.918552	497	0.288662495375976	0.373882820258193
NODE_531_length_496_cov_1.206349	496	0.693297258293647	0.0876861966236346
NODE_532_length_496_cov_1.197279	496	0.0783916847148861	0.727527308838133
NODE_533_length_495_cov_1.400000	495	0.185780140709745	0.507050645481629
NODE_534_length_495_cov_1.397727	495	0.49919690248939	0.194538232373386
NODE_535_length_495_cov_1.204545	495	0.0623299109019841	0.774041708043694
NODE_536_length_495_cov_1.025000	495	0.0134368471641981	0.95167825223436
NODE_537_length_492_cov_1.363844	492	0.392072242737954	0.271896722939424
NODE_538_length_491_cov_1.284404	491	0.457386945749639	0.222363455809335
NODE_539_length_490_cov_1.809195	490	0.0835082487771992	0.714518371400199
NODE_540_length_490_cov_1.519540	490	0.177406892515123	0.519960278053625
NODE_541_length_490_cov_1.498851	490	0.0560160950790295	0.792989076464747
NODE_542_length_490_cov_1.213793	490	0.0394902371963067	0.850009930486594
NODE_543_length_490_cov_0.832184	490	0.0566137626451913	0.790824230387289
NODE_544_length_489_cov_0.917051	489	0.0120096574189393	0.957914597815293
NODE_545_length_489_cov_0.822581	489	0.103643322831684	0.664687189672294
NODE_547_length_486_cov_1.617169	486	0.119996800618226	0.627169811320755
NODE_548_length_486_cov_1.132251	486	0.3590283005024	0.301092353525323
NODE_549_length_486_cov_1.092807	486	0.0881444822807427	0.702601787487587
NODE_550_length_486_cov_0.972158	486	0.0598583042639104	0.78111221449851
NODE_551_length_485_cov_0.927907	485	0.0503649674001895	0.811717974180735
NODE_552_length_483_cov_1.570093	483	0.0515736415404409	0.807646474677259
NODE_553_length_483_cov_1.070093	483	0.631234309822428	0.118212512413108
NODE_555_length_479_cov_1.580189	479	0.162362973044965	0.545283018867925
NODE_556_length_479_cov_1.535377	479	0.0683609764832079	0.755749751737835
NODE_557_length_478_cov_7.380615	478	0.877785593516221	0.0195233366434955
NODE_558_length_478_cov_1.765957	478	0.0211699561035562	0.919404170804369
NODE_559_length_478_cov_1.153664	478	0.359546193465885	0.300476663356504
NODE_560_length_478_cov_1.148936	478	0.551558231118721	0.161966236345581
NODE_561_length_477_cov_1.770142	477	0.0190892198728569	0.927884806355511
NODE_562_length_477_cov_1.483412	477	0.0466169697608502	0.823972194637537
NODE_563_length_477_cov_1.376777	477	0.466668823912512	0.216166832174777
NODE_564_length_477_cov_1.353081	477	0.619020227732212	0.124726911618669
NODE_565_length_477_cov_1.353081	477	0.142018352402683	0.582105263157895
NODE_566_length_477_cov_1.258294	477	0.194513175492493	0.494260178748759
NODE_567_length_477_cov_0.917062	477	0.0878866282230554	0.703316782522344
NODE_569_length_475_cov_1.680952	475	0.29299114150231	0.368818272095333
NODE_570_length_475_cov_1.459524	475	0.182569652385521	0.511678252234359
NODE_571_length_475_cov_1.385714	475	0.0130523312595162	0.95356504468719
NODE_572_length_475_cov_1.252381	475	0.0781698590625538	0.727845084409136
NODE_574_length_473_cov_1.681818	473	0.135454152872891	0.594856007944389
NODE_575_length_473_cov_1.157895	473	0.224939557963635	0.451876861966236
NODE_576_length_472_cov_1.589928	472	0.0888473338982157	0.70077457795432
NODE_577_length_472_cov_1.467626	472	0.0978313386835265	0.678331678252234
NODE_578_length_472_cov_1.417266	472	0.53195382249125	0.173704071499503
NODE_579_length_472_cov_1.244604	472	0.0348197905307155	0.867348560079444
NODE_581_length_471_cov_1.274038	471	0.286382372338052	0.376603773584906
NODE_582_length_469_cov_1.594203	469	0.0117390985830856	0.95896722939424
NODE_583_length_469_cov_1.106280	469	0.0298288099613687	0.885541211519364
NODE_585_length_468_cov_1.786925	468	0.398862745552126	0.266852035749752
NODE_586_length_468_cov_1.394673	468	0.402481964675936	0.2640317775571
NODE_587_length_468_cov_1.372881	468	0.0203932575221296	0.92266137040715
NODE_588_length_468_cov_1.225182	468	0.150210379879775	0.567348560079444
NODE_589_length_467_cov_1.594660	467	0.274688720401911	0.389930486593843
NODE_590_length_467_cov_1.381068	467	0.0402330588752266	0.846971201588878
NODE_591_length_466_cov_1.883212	466	0.0745516178464206	0.738192651439921
NODE_592_length_466_cov_1.829684	466	0.376894323495883	0.284766633565045
NODE_593_length_466_cov_1.430657	466	0.354613377270866	0.305163853028798
NODE_594_length_466_cov_1.279805	466	0.245674699181688	0.424826216484608
NODE_595_length_465_cov_1.585366	465	0.024936973702624	0.905183714001986
NODE_596_length_464_cov_1.606357	464	0.527977269633491	0.176345580933466
NODE_597_length_464_cov_1.591687	464	0.00972598392579285	0.967785501489573
NODE_598_length_463_cov_3.036765	463	0.285946152772244	0.377040714995035
NODE_599_length_463_cov_1.196078	463	0.0219536832150789	0.916444885799404
NODE_600_length_462_cov_1.727273	462	0.817426130179625	0.0386295928500497
NODE_601_length_459_cov_1.722772	459	0.0421747012776303	0.840377358490566
NODE_602_length_459_cov_0.816832	459	0.0123706969581777	0.956643495531281
NODE_603_length_458_cov_1.295285	458	0.0550312965198205	0.796444885799404
NODE_604_length_457_cov_1.271144	457	0.12653694306622	0.613485600794439
NODE_605_length_457_cov_0.942786	457	0.113593088508574	0.641648460774578
NODE_606_length_456_cov_2.204489	456	0.0317005846911383	0.878530287984111
NODE_607_length_456_cov_1.703242	456	0.268036992026297	0.397100297914598
NODE_608_length_456_cov_1.097257	456	0.040958153586717	0.844250248262165
NODE_609_length_455_cov_2.032500	455	0.0808770697829044	0.721429990069513
NODE_610_length_455_cov_0.885000	455	0.159052730910477	0.551142005958292
NODE_611_length_454_cov_1.824561	454	0.34009060222534	0.319662363455809
NODE_612_length_454_cov_1.508772	454	0.0627759108381282	0.772631578947368
NODE_614_length_453_cov_1.718593	453	0.206103630514289	0.477775571002979
NODE_615_length_453_cov_1.688442	453	0.130091278128462	0.606077457795432
NODE_616_length_453_cov_1.582915	453	0.0454680637313159	0.828123138033764
NODE_617_length_453_cov_1.273869	453	0.110168577630546	0.649652432969215
NODE_618_length_453_cov_0.949749	453	0.0898990563136152	0.697934458788481
NODE_619_length_452_cov_1.037783	452	0.756030622635212	0.0604766633565045
NODE_620_length_451_cov_2.212121	451	0.279767819366278	0.383992055610725
NODE_621_length_451_cov_1.237374	451	0.0726925253645088	0.743058589870904
NODE_622_length_451_cov_0.891414	451	0.322125393274276	0.33785501489573
NODE_623_length_450_cov_1.463291	450	0.100914071544308	0.671400198609732
NODE_624_length_450_cov_1.215190	450	0.539049048359384	0.169453823237339
NODE_625_length_449_cov_1.494924	449	0.853271593285204	0.0275074478649454
NODE_626_length_448_cov_1.496183	448	0.0587704966106281	0.784349553128103
NODE_627_length_448_cov_0.872774	448	0.0646143898698191	0.766593843098312
NODE_628_length_447_cov_1.229592	447	0.156099043944901	0.55604766633565
NODE_629_length_447_cov_0.821429	447	0.0623264375334123	0.774061569016882
NODE_630_length_446_cov_1.112532	446	0.152052729068629	0.564051638530288
NODE_631_length_445_cov_2.592308	445	0.460002482707829	0.22077457795432
NODE_632_length_445_cov_1.153846	445	0.591586186707397	0.139006951340616
NODE_633_length_445_cov_0.900000	445	0.797358876634031	0.0455809334657398
NODE_634_length_444_cov_1.683805	444	0.0214368839287118	0.918331678252234
NODE_635_length_444_cov_1.377892	444	0.283738351567943	0.379503475670308
NODE_636_length_443_cov_1.025773	443	0.541610806028055	0.167864945382324
NODE_637_length_442_cov_1.372093	442	0.461641443508679	0.219781529294935
NODE_638_length_441_cov_1.598446	441	0.0636057284189882	0.769672293942403
NODE_639_length_440_cov_1.854545	440	0.0151289788177611	0.944746772591857
NODE_640_length_440_cov_1.425974	440	0.273156158241975	0.391777557100298
NODE_641_length_440_cov_1.205195	440	0.424199225400075	0.246812313803376
NODE_642_length_440_cov_1.023377	440	0.836294813659501	0.0325521350546177
NODE_643_length_438_cov_1.266319	438	0.123758939542344	0.619344587884806
NODE_644_length_438_cov_1.201044	438	0.00368396872862869	0.991717974180735
NODE_645_length_438_cov_0.814621	438	0.0195431840489436	0.926395233366435
NODE_646_length_437_cov_1.575916	437	0.5701447714804	0.151221449851043
NODE_647_length_437_cov_1.099476	437	0.0298792914373945	0.885362462760675
NODE_648_length_436_cov_1.724409	436	0.0492334092144305	0.815392254220457
NODE_649_length_436_cov_1.160105	436	0.00661350703169377	0.981429990069513
NODE_650_length_435_cov_4.236842	435	0.815158179446514	0.039304865938431
NODE_651_length_435_cov_1.160526	435	0.00318587166813344	0.993008937437935
NODE_652_length_434_cov_1.643799	434	0.149195746735419	0.5693545183714
NODE_653_length_434_cov_1.572559	434	0.741922667817637	0.0667130089374379
NODE_654_length_433_cov_1.396825	433	0.729527415824185	0.0717576961271102
NODE_655_length_432_cov_1.623342	432	0.100630544311627	0.672432969215492
NODE_656_length_432_cov_1.509284	432	0.0843749697418754	0.712472691161867
NODE_657_length_432_cov_1.156499	432	0.208418570613966	0.474399205561073
NODE_658_length_431_cov_1.672872	431	0.100585529467366	0.672571996027805
NODE_659_length_431_cov_1.430851	431	0.447444398110509	0.22901688182721
NODE_660_length_431_cov_1.356383	431	0.0293945270202698	0.887328699106256
NODE_661_length_431_cov_1.146277	431	0.0190243292516705	0.928162859980139
NODE_663_length_430_cov_1.530667	430	0.208134985173671	0.474776564051639
NODE_664_length_429_cov_1.655080	429	0.645911076870185	0.110923535253227
NODE_666_length_429_cov_1.128342	429	0.106353815459905	0.658411122144985
NODE_667_length_427_cov_1.782258	427	0.466474811399778	0.21630585898709
NODE_668_length_427_cov_1.137097	427	0.285459874294576	0.377537239324727
NODE_669_length_427_cov_1.075269	427	0.0795002213694774	0.724568023833168
NODE_670_length_427_cov_0.967742	427	0.0910380601209669	0.694915590863952
NODE_672_length_426_cov_1.590296	426	0.0284319913226389	0.891261171797418
NODE_673_length_426_cov_1.420485	426	0.0834071065771565	0.714816285998014
NODE_674_length_426_cov_1.291105	426	0.764676594722729	0.0572393247269116
NODE_675_length_426_cov_1.191375	426	0.00464617805908581	0.988401191658391
NODE_676_length_426_cov_1.175202	426	0.209397958327469	0.472989076464747
NODE_677_length_425_cov_1.659459	425	0.157313545611288	0.554220456802383
NODE_678_length_425_cov_1.554054	425	0.647135698379315	0.110148957298908
NODE_679_length_423_cov_1.888587	423	0.0407421794790804	0.845203574975174
NODE_680_length_423_cov_1.673913	423	0.522084032264476	0.18
NODE_681_length_423_cov_0.961957	423	0.139701958405403	0.586713008937438
NODE_682_length_422_cov_1.242507	422	0.00163838112252585	0.997517378351539
NODE_683_length_421_cov_2.653005	421	0.059569790701442	0.782125124131082
NODE_684_length_421_cov_1.595628	421	0.278668007556353	0.384905660377359
NODE_685_length_421_cov_1.196721	421	0.473122470350499	0.211857000993049
NODE_686_length_421_cov_0.846995	421	0.0625676078342877	0.773227408142999
NODE_687_length_421_cov_0.718579	421	0.090145385853756	0.697378351539225
NODE_688_length_420_cov_2.526027	420	0.836474370884803	0.0324329692154916
NODE_689_length_420_cov_1.578082	420	0.197532757493435	0.489652432969216
NODE_690_length_420_cov_1.057534	420	0.598128750216705	0.135412115193644
NODE_691_length_419_cov_1.541209	419	0.062710699150207	0.772770605759682
NODE_692_length_419_cov_1.258242	419	0.00738212626632192	0.978252234359484
NODE_693_length_419_cov_1.222527	419	0.0261840308505066	0.900119165839126
NODE_694_length_418_cov_1.066116	418	0.0197556709347401	0.925422045680238
NODE_695_length_418_cov_0.980716	418	0.272136836288128	0.392869910625621
NODE_696_length_418_cov_0.862259	418	0.0210217668059381	0.919980139026812
NODE_697_length_417_cov_2.585635	417	0.274783045929868	0.389831181727905
NODE_698_length_417_cov_1.386740	417	0.203871874043495	0.48051638530288
NODE_699_length_417_cov_1.082873	417	0.198711465728628	0.488063555114201
NODE_700_length_417_cov_0.988950	417	0.112904919206573	0.643296921549156
NODE_701_length_416_cov_1.335180	416	0.0399001317752915	0.848321747765641
NODE_702_length_415_cov_1.166667	415	0.0912343026488561	0.694558093346574
NODE_703_length_415_cov_0.850000	415	0.742171502102045	0.0665938430983118
NODE_704_length_414_cov_1.487465	414	0.236691114523726	0.436146971201589
NODE_705_length_414_cov_1.108635	414	0.181415542110369	0.513247269116187
NODE_706_length_413_cov_0.980447	413	0.0896329215973082	0.698669314796425
NODE_707_length_412_cov_1.470588	412	0.457574705140341	0.222244289970209
NODE_708_length_412_cov_1.224090	412	0.478458966856887	0.208321747765641
NODE_709_length_411_cov_1.603933	411	0.23497740941218	0.438411122144985
NODE_710_length_411_cov_1.581461	411	0.178726419845808	0.517815292949354
NODE_711_length_411_cov_1.553371	411	0.178197824376021	0.518768619662363
NODE_712_length_411_cov_1.250000	411	0.0489083653290575	0.81648460774578
NODE_713_length_411_cov_1.115169	411	0.0141888292575742	0.948718967229394
NODE_714_length_410_cov_1.338028	410	0.0840741106496589	0.713088381330685
NODE_715_length_409_cov_1.110169	409	0.16249731112383	0.545024826216485
NODE_717_length_408_cov_1.611898	408	0.220233490025849	0.458430983118173
NODE_718_length_408_cov_1.266289	408	0.0491423371300858	0.815749751737835
NODE_719_length_408_cov_1.257790	408	0.106853766955376	0.657398212512413
NODE_720_length_408_cov_1.240793	408	0.739357797887899	0.0676663356504469
NODE_721_length_408_cov_1.212465	408	0.3117011909006	0.349116186693148
NODE_722_length_408_cov_1.118980	408	0.565606471686981	0.154041708043694
NODE_723_length_407_cov_1.755682	407	0.0457658533482544	0.827050645481629
NODE_724_length_407_cov_1.338068	407	0.29746236332133	0.364111221449851
NODE_725_length_407_cov_1.252841	407	0.0385024452745738	0.853366434955313
NODE_726_length_407_cov_1.142045	407	0.00459243625586769	0.988639523336644
NODE_727_length_406_cov_1.512821	406	0.0316281824769638	0.878848063555114
NODE_728_length_406_cov_1.495726	406	0.167833879098867	0.535849056603774
NODE_729_length_406_cov_1.119658	406	0.035907467199187	0.863157894736842
NODE_730_length_406_cov_1.082621	406	0.596316505208739	0.136365441906653
NODE_731_length_406_cov_1.000000	406	0.0734846077945713	0.740933465739821
NODE_732_length_405_cov_2.394286	405	0.706650550629357	0.0818669314796425
NODE_733_length_405_cov_1.388571	405	0.30186551835902	0.359880834160874
NODE_734_length_405_cov_1.262857	405	0.686961870084965	0.0904071499503476
NODE_735_length_403_cov_1.580460	403	0.209228628760024	0.473267130089374
NODE_736_length_403_cov_1.522989	403	0.14034342591713	0.584985104270109
NODE_737_length_403_cov_1.250000	403	0.00448281447265732	0.989016881827209
NODE_738_length_403_cov_1.008621	403	0.0455196916271671	0.827924528301887
NODE_739_length_402_cov_1.567723	402	0.0830867908225549	0.715590863952334
NODE_740_length_402_cov_1.423631	402	0.10465768805658	0.662284011916584
NODE_741_length_402_cov_1.118156	402	0.206584246383408	0.47708043694141
NODE_742_length_401_cov_1.968208	401	0.130438964435424	0.605302879841112
NODE_743_length_401_cov_0.895954	401	0.0454493294315951	0.828182720953327
NODE_744_length_400_cov_1.634783	400	0.110752099590075	0.648202581926514
NODE_745_length_399_cov_1.691860	399	0.0260363109898698	0.900695134061569
NODE_746_length_398_cov_2.189504	398	0.0887646894668858	0.700913604766634
NODE_747_length_398_cov_1.521866	398	0.443921512508351	0.231678252234359
NODE_748_length_398_cov_1.169096	398	0.151603063297084	0.564746772591857
NODE_749_length_398_cov_1.145773	398	0.362114953432691	0.297974180734856
NODE_750_length_398_cov_1.046647	398	0.041142556316651	0.843574975173784
NODE_751_length_398_cov_0.892128	398	0.027244507465378	0.895670307845084
NODE_752_length_398_cov_0.892128	398	0.0671178297247608	0.759364448857994
NODE_754_length_398_cov_0.644315	398	0.14220077978395	0.581727904667329
NODE_755_length_397_cov_1.500000	397	0.361386160690413	0.29862959285005
NODE_756_length_397_cov_1.435673	397	0.365718197990914	0.294915590863952
NODE_757_length_397_cov_1.406433	397	0.254957883368338	0.413624627606753
NODE_758_length_397_cov_1.049708	397	0.170885961164049	0.530943396226415
NODE_759_length_397_cov_0.558480	397	0.225503310768893	0.450943396226415
NODE_760_length_396_cov_1.744868	396	0.337240132596069	0.322164846077458
NODE_761_length_396_cov_1.354839	396	0.00607551119814483	0.983376365441907
NODE_762_length_396_cov_1.290323	396	0.0625915185286036	0.773167825223436
NODE_763_length_396_cov_1.266862	396	0.0533158395970516	0.80162859980139
NODE_764_length_396_cov_1.032258	396	0.808866600115977	0.0417279046673287
NODE_765_length_395_cov_2.323529	395	0.163448992089057	0.543336643495531
NODE_766_length_395_cov_1.911765	395	0.222339341856152	0.455590863952334
NODE_767_length_395_cov_1.276471	395	0.0173791394905566	0.935412115193645
NODE_768_length_394_cov_4.569322	394	0.549236270231533	0.163217477656405
NODE_769_length_394_cov_1.799410	394	0.0226436247659979	0.913525322740814
NODE_770_length_394_cov_1.056047	394	0.33753665132421	0.321906653426018
NODE_771_length_393_cov_1.686391	393	0.184477918290094	0.508798411122145
NODE_772_length_393_cov_1.301775	393	0.0631095406708787	0.771459781529295
NODE_773_length_393_cov_1.284024	393	0.0234836518301829	0.910764647467726
NODE_774_length_393_cov_1.147929	393	0.759633471254556	0.0591857000993049
NODE_775_length_393_cov_1.059172	393	0.764425405973642	0.05733862959285
NODE_776_length_392_cov_1.192878	392	0.120662089381212	0.625481628599801
NODE_777_length_392_cov_1.038576	392	0.325367215043248	0.33441906653426
NODE_778_length_392_cov_0.783383	392	0.528905051878162	0.175829195630586
NODE_779_length_390_cov_2.373134	390	0.0264003140444834	0.899165839126117
NODE_780_length_390_cov_1.152239	390	0.0889326803578673	0.700496524329692
NODE_781_length_390_cov_1.086567	390	0.039188619023872	0.851082423038729
NODE_782_length_390_cov_0.925373	390	0.0630703719654157	0.771519364448858
NODE_783_length_389_cov_1.368263	389	0.304398747297597	0.35682224428997
NODE_784_length_389_cov_1.311377	389	0.529548843054088	0.175431976166832
NODE_786_length_389_cov_1.065868	389	0.00558840790254615	0.985183714001986
NODE_787_length_389_cov_0.814371	389	0.239758737129101	0.432115193644489
NODE_789_length_388_cov_1.462462	388	0.441141667816474	0.233882820258193
NODE_790_length_387_cov_1.981928	387	0.0715262435860099	0.746415094339623
NODE_792_length_386_cov_1.063444	386	0.114569745240898	0.63948361469712
NODE_793_length_386_cov_0.903323	386	0.0480286061222053	0.819285004965243
NODE_794_length_385_cov_1.342424	385	0.321412285314631	0.338550148957299
