name	length	score	pvalue
NODE_124_length_1462_cov_3.327647	1462	0.0391507421437888	0.731095786662415
NODE_125_length_1457_cov_2.553495	1457	0.112497137122893	0.515645553473911
NODE_126_length_1455_cov_1.338571	1455	0.21207171029514	0.365607685255312
NODE_127_length_1452_cov_1.203293	1452	0.0233382006827689	0.812173635747598
NODE_128_length_1447_cov_1.448276	1447	0.0718813733338156	0.612707776936262
NODE_130_length_1441_cov_1.468254	1441	0.0290171022434375	0.781241280344401
NODE_131_length_1408_cov_1.946046	1408	0.28158224279608	0.295651134053494
NODE_132_length_1382_cov_2.583271	1382	0.0943634452158071	0.554869055686212
NODE_133_length_1376_cov_1.707797	1376	0.237075232261411	0.3392992386495
NODE_134_length_1375_cov_1.804545	1375	0.0900827237430739	0.565512018176745
NODE_135_length_1350_cov_1.902703	1350	0.24578704055301	0.33025072746841
NODE_136_length_1350_cov_1.871815	1350	0.197359772666108	0.383943875313908
NODE_137_length_1340_cov_1.589105	1340	0.103630166415632	0.533902020967035
NODE_138_length_1336_cov_1.633880	1336	0.0736346528287414	0.608163590704349
NODE_139_length_1330_cov_1.709804	1330	0.117010415184253	0.507593574361223
NODE_140_length_1315_cov_2.146825	1315	0.0458604115176868	0.702116634113286
NODE_141_length_1303_cov_1.568910	1303	0.338301467929539	0.249451907362379
NODE_142_length_1301_cov_2.502408	1301	0.0251707847614045	0.801211782995177
NODE_143_length_1287_cov_1.360390	1287	0.0806385571217295	0.587993781639893
NODE_144_length_1276_cov_1.841933	1276	0.177314562957644	0.411248853988121
NODE_145_length_1270_cov_1.879835	1270	0.0182204692951633	0.844102523219197
NODE_146_length_1266_cov_1.856317	1266	0.247059105537808	0.3291346115518
NODE_147_length_1266_cov_1.629232	1266	0.0040417700856841	0.960058994698449
NODE_148_length_1265_cov_1.555372	1265	0.346606995238283	0.24303424084187
NODE_150_length_1257_cov_1.632280	1257	0.0480576500409093	0.693187706780404
NODE_151_length_1252_cov_3.136174	1252	0.00350484268950236	0.965679435564236
NODE_152_length_1246_cov_1.651553	1246	0.0214330082186476	0.823573962610117
NODE_153_length_1230_cov_2.066383	1230	0.0796087039422103	0.591102961693307
NODE_154_length_1224_cov_1.649273	1224	0.0542888328949026	0.670626220751784
NODE_155_length_1223_cov_2.053938	1223	0.0924533894507293	0.559732132180013
NODE_156_length_1219_cov_1.586770	1219	0.0704465964622784	0.617052656754494
NODE_157_length_1215_cov_1.776724	1215	0.800333541813209	0.0433690756168534
NODE_158_length_1210_cov_2.582684	1210	0.0543527763092849	0.670426914338103
NODE_159_length_1189_cov_1.478836	1189	0.0228942453300917	0.815282815801012
NODE_161_length_1185_cov_2.099115	1185	0.01002735718169	0.904771395543509
NODE_162_length_1175_cov_1.980357	1175	0.105963030330557	0.528999083190497
NODE_163_length_1161_cov_2.471971	1161	0.504789223644176	0.153984135209471
NODE_164_length_1160_cov_1.874208	1160	0.355133070007243	0.236855742017778
NODE_165_length_1153_cov_1.587432	1153	0.198416835817339	0.382628452983617
NODE_166_length_1152_cov_2.107566	1152	0.0425543190127091	0.715151273567983
NODE_167_length_1148_cov_1.346752	1148	0.0491503882117678	0.688842826962172
NODE_168_length_1147_cov_1.941392	1147	0.021908121542061	0.820863395384063
NODE_169_length_1136_cov_1.362627	1136	0.0110933648029657	0.895842468210627
NODE_170_length_1133_cov_2.021336	1133	0.0248832524489328	0.802846095587356
NODE_171_length_1133_cov_1.479592	1133	0.0658963936211076	0.630844660581177
NODE_172_length_1110_cov_1.539336	1110	0.00576230313624779	0.942918643121936
NODE_173_length_1107_cov_2.376426	1107	0.769223913739598	0.0530155060389843
NODE_174_length_1106_cov_2.524263	1106	0.275508829739791	0.30067365567824
NODE_175_length_1101_cov_1.802103	1101	0.144499780370303	0.459401283533304
NODE_176_length_1099_cov_1.961686	1099	0.224656301318382	0.351855542711364
NODE_177_length_1096_cov_2.003842	1096	0.124953427023622	0.492964483597082
NODE_178_length_1093_cov_2.163776	1093	0.0467130364839187	0.699206760473552
NODE_179_length_1082_cov_1.176241	1082	0.0462180986891266	0.700841073065731
NODE_180_length_1069_cov_1.191321	1069	0.0914536112784587	0.562362976840595
NODE_182_length_1067_cov_2.641304	1067	0.24928814802419	0.326703073304899
NODE_183_length_1066_cov_1.521266	1066	0.195322092215414	0.386455136126281
NODE_184_length_1048_cov_1.861027	1048	0.34971841454162	0.240881731574122
NODE_185_length_1043_cov_1.512146	1043	0.315396409411149	0.267150316897198
NODE_186_length_1037_cov_2.726069	1037	0.228733428245973	0.347391079044924
NODE_187_length_1032_cov_1.498465	1032	0.0635546983594341	0.638737194562921
NODE_188_length_1029_cov_2.128337	1029	0.0853496001675456	0.576194841950014
NODE_189_length_1027_cov_1.703704	1027	0.160439337104178	0.436122294415434
NODE_190_length_1016_cov_1.385016	1016	0.106505666760682	0.52764379957747
NODE_191_length_1013_cov_1.477035	1013	0.0293785754084312	0.77972655160043
NODE_192_length_1012_cov_2.019854	1012	0.185502892507268	0.399649220711922
NODE_193_length_1011_cov_1.986402	1011	0.0845815960005292	0.578227767369554
NODE_194_length_1009_cov_2.110063	1009	0.202897964022288	0.377127595966038
NODE_195_length_1006_cov_1.270242	1006	0.0905150485811732	0.564754653804759
NODE_196_length_1005_cov_2.256842	1005	0.258287350745686	0.317335671861921
NODE_197_length_1005_cov_1.961053	1005	0.357228514599261	0.235540319687488
NODE_198_length_1005_cov_1.480000	1005	0.0616206731475818	0.645035277235221
NODE_199_length_999_cov_1.627119	999	0.17059842886129	0.531459781529295
NODE_200_length_993_cov_1.273987	993	0.130976585948548	0.604071499503476
NODE_201_length_990_cov_1.787166	990	0.0983058133938133	0.677259185700099
NODE_202_length_980_cov_1.438919	980	0.0264635732138846	0.898987090367428
NODE_203_length_978_cov_1.436620	978	0.0875285024205706	0.704051638530288
NODE_204_length_973_cov_1.247277	973	0.144426782826083	0.577636544190665
NODE_205_length_968_cov_1.398686	968	0.0708954253122354	0.748381330685204
NODE_206_length_961_cov_1.301325	961	0.0490303392113671	0.816067527308838
NODE_207_length_959_cov_1.631637	959	0.401426486023449	0.264687189672294
NODE_208_length_957_cov_1.723947	957	0.183518081383724	0.510109235352532
NODE_209_length_957_cov_1.396896	957	0.0739103641935907	0.739801390268123
NODE_210_length_956_cov_1.973363	956	0.40507104002379	0.26188679245283
NODE_211_length_955_cov_1.476667	955	0.295182896178661	0.366276067527309
NODE_212_length_954_cov_2.236930	954	0.203142863207564	0.481608738828203
NODE_213_length_948_cov_1.194849	948	0.217556181736865	0.461787487586892
NODE_214_length_947_cov_1.831839	947	0.0620545242470132	0.7746772591857
NODE_215_length_947_cov_1.588565	947	0.0500517474292085	0.812909632571996
NODE_216_length_938_cov_1.665912	938	0.0263690939755372	0.899205561072492
NODE_217_length_937_cov_1.639456	937	0.458145856985786	0.221866931479643
NODE_218_length_922_cov_1.430219	922	0.38024045710208	0.282025819265144
NODE_219_length_911_cov_1.650701	911	0.11190593373303	0.645402184707051
NODE_220_length_908_cov_1.206331	908	0.24877254184858	0.420993048659384
NODE_221_length_905_cov_1.332941	905	0.375711333030429	0.285779543197617
NODE_222_length_905_cov_1.321176	905	0.232681005237356	0.441310824230387
NODE_223_length_901_cov_1.164303	901	0.0980030759240443	0.677894736842105
NODE_224_length_900_cov_1.315976	900	0.106965997789713	0.657140019860973
NODE_225_length_899_cov_1.321090	899	0.367775150161563	0.292949354518371
NODE_226_length_894_cov_1.147795	894	0.0543642149322828	0.79845084409136
NODE_227_length_891_cov_1.480861	891	0.0214423814738989	0.918311817279047
NODE_228_length_889_cov_1.258993	889	0.260323435773523	0.406573982125124
NODE_229_length_889_cov_1.067146	889	0.0434762118099501	0.835531281032771
NODE_231_length_887_cov_1.753606	887	0.0421181904596964	0.840615690168818
NODE_232_length_885_cov_1.290361	885	0.201547543817017	0.4840317775571
NODE_233_length_879_cov_1.655340	879	0.0595472582206484	0.782184707050645
NODE_234_length_878_cov_2.185905	878	0.243667967647813	0.427110228401192
NODE_235_length_878_cov_1.130012	878	0.207510477347027	0.475670307845084
NODE_236_length_876_cov_1.982948	876	0.0569721592501764	0.789791459781529
NODE_237_length_875_cov_2.025610	875	0.229073981518159	0.446335650446872
NODE_238_length_871_cov_1.928922	871	0.0825663861114039	0.717040714995035
NODE_239_length_870_cov_1.241718	870	0.227967911939498	0.447706057596822
NODE_240_length_867_cov_2.056650	867	0.298714581784956	0.362879841112214
NODE_241_length_863_cov_1.417079	863	0.114096773153531	0.640714995034757
NODE_242_length_861_cov_1.003722	861	0.0318651717203693	0.877954319761668
NODE_243_length_853_cov_1.533835	853	0.0298891132040041	0.8853227408143
NODE_244_length_853_cov_1.224311	853	0.215711889561574	0.464190665342602
NODE_245_length_851_cov_1.511307	851	0.0955986470314495	0.683733862959285
NODE_246_length_848_cov_1.482976	848	0.12726441931641	0.611857000993049
NODE_247_length_846_cov_1.692794	846	0.21419955229793	0.466276067527309
NODE_249_length_844_cov_1.427123	844	0.268084930329737	0.397020854021847
NODE_250_length_843_cov_1.199239	843	0.0720368821237097	0.744945382323734
NODE_251_length_839_cov_2.141582	839	0.0700780805632076	0.751022840119166
NODE_252_length_829_cov_1.908269	829	0.0848863478403718	0.711042701092354
NODE_253_length_827_cov_1.318653	827	0.820783973734321	0.0375173783515392
NODE_254_length_821_cov_1.686684	821	0.132319401671726	0.601072492552135
NODE_255_length_819_cov_1.551047	819	0.0760342133332121	0.73390268123138
NODE_256_length_817_cov_3.299213	817	0.269921626486614	0.394995034756703
NODE_257_length_817_cov_1.574803	817	0.0791568785708597	0.725541211519364
NODE_258_length_816_cov_1.524310	816	0.227262075997622	0.448659384309831
NODE_259_length_816_cov_1.279895	816	0.177200837004153	0.520377358490566
NODE_260_length_815_cov_1.386842	815	0.319560704705087	0.340436941410129
NODE_261_length_813_cov_1.816623	813	0.053682586171325	0.800436941410129
NODE_262_length_811_cov_1.825397	811	0.0709491694283419	0.748202581926514
NODE_263_length_811_cov_1.518519	811	0.356234102650627	0.303872889771599
NODE_265_length_809_cov_1.055703	809	0.4088067011965	0.258848063555114
NODE_266_length_803_cov_1.610963	803	0.192003552186228	0.498272095332671
NODE_267_length_795_cov_1.658108	795	0.0554474828328195	0.794895729890765
NODE_268_length_791_cov_2.164402	791	0.230712054084055	0.444111221449851
NODE_269_length_791_cov_1.194293	791	0.0564728489779235	0.791261171797418
NODE_270_length_787_cov_1.560109	787	0.230702098428173	0.444111221449851
NODE_271_length_785_cov_1.897260	785	0.182191110218418	0.512095332671301
NODE_272_length_781_cov_1.632231	781	0.0350505366815715	0.866375372393247
NODE_273_length_777_cov_3.635734	777	0.668969805592875	0.0999404170804369
NODE_274_length_777_cov_1.270083	777	0.564142214489873	0.154975173783515
NODE_275_length_776_cov_1.527046	776	0.0241161034627432	0.908480635551142
NODE_276_length_773_cov_1.296657	773	0.21546302852555	0.464488579940417
NODE_277_length_770_cov_1.502098	770	0.063605805013977	0.769672293942403
NODE_278_length_767_cov_2.530899	767	0.0267468498194892	0.897994041708044
NODE_279_length_764_cov_1.823695	764	0.554126115657578	0.160496524329692
NODE_280_length_756_cov_2.233951	756	0.101798172352201	0.669314796425025
NODE_281_length_754_cov_1.474964	754	0.185544956704152	0.507348560079444
NODE_282_length_754_cov_1.363376	754	0.505492584621779	0.190427010923535
NODE_283_length_754_cov_1.198856	754	0.396408608731269	0.268738828202582
NODE_284_length_749_cov_2.061960	749	0.44731962375946	0.22909632571996
NODE_285_length_745_cov_1.278261	745	0.0407272475887175	0.8453227408143
NODE_286_length_743_cov_2.444767	743	0.131212579363114	0.603594836146971
NODE_287_length_743_cov_2.053779	743	0.0795410264974601	0.724369414101291
NODE_288_length_742_cov_2.020378	742	0.0722668604035171	0.744071499503476
NODE_289_length_742_cov_1.657933	742	0.152517722467363	0.563078450844091
NODE_290_length_740_cov_9.601460	740	0.492864332618402	0.198808341608739
NODE_291_length_740_cov_1.651095	740	0.0964396419786435	0.681588877855015
NODE_292_length_739_cov_1.326023	739	0.269637860045179	0.395253227408143
NODE_293_length_734_cov_1.496318	734	0.263086274594244	0.403217477656405
NODE_294_length_734_cov_1.232695	734	0.847449915050595	0.0291360476663357
NODE_295_length_733_cov_1.315634	733	0.13764298002587	0.5906454816286
NODE_296_length_733_cov_1.176991	733	0.0628980548061119	0.772234359483615
NODE_297_length_731_cov_1.250000	731	0.0861991200589715	0.707745779543198
NODE_298_length_726_cov_2.493294	726	0.157152893526768	0.55441906653426
NODE_299_length_721_cov_1.764264	721	0.00830646538377975	0.974200595829196
NODE_300_length_716_cov_1.745840	716	0.323810185509111	0.336385302879841
NODE_301_length_715_cov_0.990909	715	0.0713971411087549	0.746911618669315
NODE_302_length_714_cov_1.455235	714	0.063840821267856	0.768977159880834
NODE_303_length_714_cov_1.276176	714	0.164074032757574	0.542204568023833
NODE_304_length_713_cov_1.679331	713	0.0357513239529783	0.863793445878848
NODE_305_length_713_cov_1.531915	713	0.152400333171034	0.563277060575968
NODE_306_length_712_cov_1.152207	712	0.0361642079970749	0.862343594836147
NODE_307_length_711_cov_1.672256	711	0.473156299157904	0.211797418073486
NODE_308_length_711_cov_1.385671	711	0.032330773926787	0.876385302879841
NODE_309_length_709_cov_1.290520	709	0.134586770881777	0.596762661370407
NODE_310_length_707_cov_1.242331	707	0.49112235865941	0.199860973187686
NODE_311_length_705_cov_2857.230769	705	0.992646115748125	1.98609731876862e-05
NODE_312_length_705_cov_1.667692	705	0.0715454323940414	0.746375372393247
NODE_313_length_704_cov_1.503852	704	0.270199686132477	0.394736842105263
NODE_314_length_702_cov_1.438949	702	0.054635335003519	0.797656405163853
NODE_315_length_699_cov_1.706522	699	0.115127604096273	0.638152929493545
NODE_316_length_699_cov_1.377329	699	0.0426408951869077	0.838669314796425
NODE_317_length_698_cov_1.569207	698	0.251257665817817	0.41837140019861
NODE_318_length_694_cov_1.419405	694	0.133307102241458	0.59896722939424
NODE_319_length_693_cov_2.079937	693	0.0185351669982349	0.929950347567031
NODE_320_length_691_cov_1.471698	691	0.0264998212064147	0.898768619662363
NODE_321_length_690_cov_1.285039	690	0.204891389676374	0.479304865938431
NODE_322_length_688_cov_1.674566	688	0.344243516402784	0.315253227408143
NODE_323_length_688_cov_1.352291	688	0.286464691100467	0.376583912611718
NODE_324_length_687_cov_2.014241	687	0.249464592799511	0.420238331678252
NODE_326_length_678_cov_1.784912	678	0.30000962356664	0.361529294935452
NODE_327_length_674_cov_2.376414	674	0.25441198810402	0.414220456802383
NODE_328_length_673_cov_1.211974	673	0.0788308297614766	0.72617676266137
NODE_329_length_673_cov_1.135922	673	0.0996602213668235	0.674558093346574
NODE_330_length_671_cov_1.439935	671	0.117256439285896	0.633525322740814
NODE_331_length_671_cov_1.240260	671	0.142131126035642	0.581827209533267
NODE_332_length_670_cov_1.416260	670	0.209801000342942	0.472393247269116
NODE_333_length_669_cov_1.729642	669	0.0890991317789489	0.699960278053625
NODE_334_length_667_cov_1.777778	667	0.0368574610967107	0.859563058589871
NODE_335_length_667_cov_1.722222	667	0.109389604590705	0.651578947368421
NODE_336_length_662_cov_1.260297	662	0.319953005671787	0.34
NODE_337_length_661_cov_1.933993	661	0.0344494818062783	0.868639523336644
NODE_338_length_661_cov_1.024752	661	0.0870028858447161	0.705461767626614
NODE_339_length_659_cov_2.175497	659	0.727262686437154	0.0726911618669315
NODE_340_length_659_cov_1.889073	659	0.0753016619198639	0.736027805362463
NODE_341_length_658_cov_1.630182	658	0.246168012658056	0.424329692154916
NODE_343_length_657_cov_1.559801	657	0.112840570057973	0.643455809334657
NODE_345_length_655_cov_2.595000	655	0.399580724499332	0.266256206554121
NODE_346_length_655_cov_2.418333	655	0.0261563733514372	0.900337636544191
NODE_347_length_655_cov_1.155000	655	0.0488022349127844	0.816842105263158
NODE_348_length_653_cov_1.785953	653	0.100679741461968	0.672313803376365
NODE_350_length_652_cov_2.185930	652	0.0689185771427748	0.754041708043694
NODE_351_length_652_cov_2.061977	652	0.118663375169603	0.630049652432969
NODE_352_length_650_cov_2.384874	650	0.0410027937101254	0.843892750744787
NODE_353_length_650_cov_1.242017	650	0.0287014721236409	0.890228401191658
NODE_354_length_645_cov_1.437288	645	0.128500780807588	0.609473684210526
NODE_355_length_644_cov_2.382003	644	0.27439234098759	0.390268123138034
NODE_356_length_643_cov_2.498299	643	0.873342906418036	0.0209930486593843
NODE_357_length_641_cov_1.802048	641	0.0492503027973133	0.815312810327706
NODE_358_length_641_cov_1.735495	641	0.0574487546064075	0.788103277060576
NODE_359_length_641_cov_1.489761	641	0.0269290865444358	0.897060575968222
NODE_360_length_639_cov_1.785959	639	0.13855853427284	0.588957298907646
NODE_361_length_638_cov_1.965695	638	0.132050555861829	0.60162859980139
NODE_362_length_637_cov_1.218213	637	0.0483230329301552	0.818391261171797
NODE_363_length_637_cov_0.910653	637	0.137449693000293	0.590943396226415
NODE_364_length_636_cov_1.309811	636	0.212440676756948	0.468778550148957
NODE_365_length_635_cov_1.039655	635	0.249918663112476	0.419801390268123
NODE_366_length_632_cov_1.227036	632	0.0946353019924485	0.686077457795432
NODE_367_length_631_cov_1.192708	631	0.15647310261427	0.555471698113208
NODE_368_length_629_cov_1.081882	629	0.0707938014897647	0.748778550148957
NODE_370_length_624_cov_1.326889	624	0.434637800411098	0.238689175769613
NODE_371_length_621_cov_1.572438	621	0.00767516445670066	0.976663356504469
NODE_372_length_619_cov_1.553191	619	0.0806363926297328	0.721926514399206
NODE_373_length_618_cov_1.840142	618	0.0577454774957775	0.78720953326713
NODE_374_length_617_cov_1.628114	617	0.0297239099155951	0.885978152929494
NODE_375_length_616_cov_1.638146	616	0.172037867362344	0.529275074478649
NODE_376_length_616_cov_1.345811	616	0.0975503023415806	0.678947368421053
NODE_377_length_615_cov_2.223214	615	0.211355426145003	0.470367428003972
NODE_378_length_614_cov_1.602862	614	0.0358343965231569	0.863455809334657
NODE_379_length_612_cov_1.326750	612	0.196563911411864	0.49124131082423
NODE_380_length_611_cov_1.010791	611	0.138730281729911	0.588421052631579
NODE_381_length_610_cov_1.814414	610	0.12131507541084	0.624230387288977
NODE_382_length_608_cov_2.432188	608	0.116114706402952	0.636107249255214
NODE_383_length_608_cov_1.676311	608	0.0664533078363588	0.761469712015889
NODE_384_length_608_cov_1.271248	608	0.480406633682452	0.206891757696127
NODE_385_length_606_cov_1.778584	606	0.246587661075074	0.42377358490566
NODE_386_length_606_cov_1.691470	606	0.344569996263661	0.314875868917577
NODE_387_length_606_cov_1.219601	606	0.116913330518263	0.634240317775571
NODE_388_length_606_cov_0.956443	606	0.271008898190046	0.393982125124131
NODE_389_length_605_cov_1.841818	605	0.40761569097853	0.259682224428997
NODE_390_length_604_cov_1.398907	604	0.651465566783393	0.107864945382324
